Time,Correlation
0,1.88389856521308e-05
9.99999999999998,8.98283219770732e-06
20,1.17886453660375e-05
30.0000000000002,1.43961211341726e-05
40.0000000000003,7.44260264193946e-06
50.0000000000004,1.3817133515805e-05
60.0000000000006,1.00654400899026e-05
70.0000000000003,9.25573835319195e-06
79.9999999999997,1.42061949209549e-05
89.9999999999992,7.6796374600108e-06
99.9999999999986,1.34534612159153e-05
109.999999999998,1.2259202045423e-05
119.999999999997,8.66154518431055e-06
129.999999999997,1.83406813066231e-05
139.999999999996,9.56010748781829e-06
149.999999999996,1.13265060715362e-05
159.999999999995,1.53642146420207e-05
169.999999999995,7.32248245436589e-06
179.999999999994,1.33937044798658e-05
189.999999999993,1.08827824825059e-05
199.999999999993,8.46832326221339e-06
209.999999999992,1.44367382088908e-05
219.999999999992,8.09193082587624e-06
229.999999999991,1.24678855466131e-05
239.999999999991,1.28067597059927e-05
249.99999999999,8.4289235693099e-06
259.999999999991,1.74203444619127e-05
269.999999999993,1.01381877644227e-05
279.999999999995,1.08234342042828e-05
289.999999999997,1.62279252825073e-05
300,7.33247141400107e-06
310.000000000002,1.29840724094111e-05
320.000000000004,1.1615180967604e-05
330.000000000007,7.78735726931595e-06
340.000000000009,1.44228436380878e-05
350.000000000011,8.60105341086278e-06
360.000000000013,1.15089035955319e-05
370.000000000016,1.3368037656096e-05
380.000000000018,8.26059982177892e-06
390.00000000002,1.64428096242519e-05
400.000000000022,1.06604454416353e-05
410.000000000025,1.03681039114728e-05
420.000000000027,1.68544659579333e-05
430.000000000029,7.56169277564469e-06
440.000000000032,1.25077302692214e-05
450.000000000034,1.23684446357657e-05
460.000000000036,7.21981130959638e-06
470.000000000038,1.42096139203331e-05
480.000000000041,9.16321119697349e-06
490.000000000043,1.05640359404975e-05
500.000000000045,1.39287569947567e-05
510.000000000047,8.26309179211461e-06
520.00000000005,1.53691587096701e-05
530.000000000052,1.12773042679859e-05
540.000000000054,9.87807167246396e-06
550.000000000057,1.71956673772689e-05
560.000000000059,7.99210656223666e-06
570.000000000061,1.20233785813813e-05
580.000000000063,1.31167851891242e-05
590.000000000066,6.84347987920733e-06
600.000000000068,1.38974613783911e-05
610.00000000007,9.74308589342143e-06
620.000000000072,9.68511929431188e-06
630.000000000075,1.44110235914758e-05
640.000000000077,8.41378382563853e-06
650.000000000079,1.43746044839504e-05
660.000000000082,1.20010986609525e-05
670.000000000084,9.46753285363391e-06
680.000000000086,1.71781521093767e-05
690.000000000088,8.57802364119716e-06
700.000000000091,1.16063126985878e-05
710.000000000093,1.37665260920364e-05
720.000000000095,6.72190870298606e-06
730.000000000097,1.35648354874562e-05
740.0000000001,1.03404188142956e-05
750.000000000102,8.90868953277975e-06
760.000000000104,1.47153493465877e-05
770.000000000107,8.70370604735985e-06
780.000000000109,1.34439303673654e-05
790.000000000111,1.27769057899572e-05
800.000000000113,9.2116656634664e-06
810.000000000116,1.68313092776463e-05
820.000000000118,9.25879394180975e-06
830.00000000012,1.11849419579284e-05
840.000000000122,1.43601082981984e-05
850.000000000125,6.82943999501097e-06
860.000000000127,1.3214537173722e-05
870.000000000129,1.09653515371961e-05
880.000000000132,8.25421409136602e-06
890.000000000134,1.48221447374271e-05
900.000000000136,9.07173295102778e-06
910.000000000138,1.25631087225111e-05
920.000000000141,1.35806558320552e-05
930.000000000143,9.11772330944622e-06
940.000000000145,1.63016864432051e-05
950.000000000147,1.00268547462224e-05
960.00000000015,1.07516465492056e-05
970.000000000152,1.49232817511322e-05
980.000000000154,7.10665868926208e-06
990.000000000157,1.28460724865241e-05
1000.00000000016,1.16231292282083e-05
1010.00000000016,7.73738669127044e-06
1020.00000000016,1.47214633656405e-05
1030.00000000016,9.5168190051083e-06
1040.00000000015,1.17777931068663e-05
1050.00000000014,1.43054608192827e-05
1060.00000000013,9.16851746983719e-06
1070.00000000012,1.56908847719786e-05
1080.00000000011,1.08863420720746e-05
1090.0000000001,1.03699730840096e-05
1100.0000000001,1.53574034796982e-05
1110.00000000009,7.54598808814731e-06
1120.00000000008,1.24379613905682e-05
1130.00000000007,1.22753338038018e-05
1140.00000000006,7.40187724462629e-06
1150.00000000005,1.44286670764656e-05
1160.00000000004,1.00287096498426e-05
1170.00000000003,1.10090906698906e-05
1180.00000000002,1.48937597216468e-05
1190.00000000001,9.33388961907221e-06
1200,1.50157728836691e-05
1209.99999999999,1.17951650798232e-05
1219.99999999999,1.00647465935742e-05
1229.99999999998,1.55733131527147e-05
1239.99999999997,8.15827313131076e-06
1249.99999999996,1.19501038680722e-05
1259.99999999995,1.28335790047005e-05
1269.99999999994,7.24466154537847e-06
1279.99999999993,1.4033485370842e-05
1289.99999999992,1.05565228461569e-05
1299.99999999991,1.02463881957417e-05
1309.9999999999,1.52858410883461e-05
1319.99999999989,9.55298241481873e-06
1329.99999999989,1.42657360460586e-05
1339.99999999988,1.27424067331395e-05
1349.99999999987,9.8084524748016e-06
1359.99999999986,1.55504682084842e-05
1369.99999999985,8.88281934639624e-06
1379.99999999984,1.14582099714052e-05
1389.99999999983,1.32415314193335e-05
1399.99999999982,7.27983797663572e-06
1409.99999999981,1.35845447687092e-05
1419.9999999998,1.10563634119305e-05
1429.99999999979,9.58122121646088e-06
1439.99999999979,1.54640890134215e-05
1449.99999999978,9.7991233449056e-06
1459.99999999977,1.35125636125241e-05
1469.99999999976,1.36229545531567e-05
1479.99999999975,9.62857840070102e-06
1489.99999999974,1.53343666430133e-05
1499.99999999973,9.66892692103243e-06
1509.99999999972,1.09766407616959e-05
1519.99999999971,1.35785250644208e-05
1529.9999999997,7.48674314386665e-06
1539.99999999969,1.30785483471388e-05
1549.99999999969,1.1555382837774e-05
1559.99999999968,9.03829342758006e-06
1569.99999999967,1.53678355795118e-05
