Time,Correlation
0,8.0981710584791e-06
9.99999999999998,4.21756692557729e-06
20,5.61226076887711e-06
30.0000000000002,4.86909895702156e-06
40.0000000000003,5.21682265455191e-06
50.0000000000004,5.32788968515361e-06
60.0000000000006,5.2149927205284e-06
70.0000000000003,5.34233429400061e-06
79.9999999999997,4.74084423959275e-06
89.9999999999992,5.39952789398265e-06
99.9999999999986,4.98483726988855e-06
109.999999999998,5.56772689882728e-06
119.999999999997,4.8663392142534e-06
129.999999999997,5.24868549713601e-06
139.999999999996,5.1469283781471e-06
149.999999999996,5.17828237369483e-06
159.999999999995,5.32741446083527e-06
169.999999999995,5.22278753093369e-06
179.999999999994,5.21159534105312e-06
189.999999999993,5.23799198349178e-06
199.999999999993,5.3035213936859e-06
209.999999999992,5.14609769054997e-06
219.999999999992,5.32307601640316e-06
229.999999999991,4.9493829502262e-06
239.999999999991,5.3999889076436e-06
249.99999999999,5.05922947190904e-06
259.999999999991,5.20206701175721e-06
269.999999999993,5.19163668057136e-06
279.999999999995,5.16581429742134e-06
289.999999999997,5.23312910023838e-06
300,5.15420319484875e-06
310.000000000002,5.27100410682644e-06
320.000000000004,5.01379057781322e-06
330.000000000007,5.34254445921377e-06
340.000000000009,5.11939089328784e-06
350.000000000011,5.31883544721295e-06
360.000000000013,5.18493324532553e-06
370.000000000016,5.18531411869605e-06
380.000000000018,5.17813635082646e-06
390.00000000002,5.33282269229529e-06
400.000000000022,5.19825633964048e-06
410.000000000025,5.15053182652953e-06
420.000000000027,5.39891581455827e-06
430.000000000029,4.96139193978526e-06
440.000000000032,5.24262184814028e-06
450.000000000034,5.18623726525635e-06
460.000000000036,5.29359440906225e-06
470.000000000038,5.13688380377705e-06
480.000000000041,5.25628272080375e-06
490.000000000043,5.12765739364244e-06
500.000000000045,5.27496169562994e-06
510.000000000047,5.10647033737817e-06
520.00000000005,5.3611042274816e-06
530.000000000052,5.09449624320549e-06
540.000000000054,5.2395995412689e-06
550.000000000057,5.26680447685305e-06
560.000000000059,5.21616635123991e-06
570.000000000061,5.159139006724e-06
580.000000000063,5.23408820772104e-06
590.000000000066,5.24868266904025e-06
600.000000000068,5.24874144630426e-06
610.00000000007,5.32247550032536e-06
620.000000000072,5.2073695312571e-06
630.000000000075,5.16525076483122e-06
640.000000000077,5.21842537642909e-06
650.000000000079,5.18543499756835e-06
660.000000000082,5.42479798100666e-06
670.000000000084,5.18487710762867e-06
680.000000000086,4.96303783066868e-06
690.000000000088,5.36537849277169e-06
700.000000000091,5.01442610595458e-06
710.000000000093,5.36035929592174e-06
720.000000000095,5.27763302050397e-06
730.000000000097,5.17014377654495e-06
740.0000000001,5.22466751773056e-06
750.000000000102,5.16122141035313e-06
760.000000000104,5.31031001337485e-06
770.000000000107,5.17313381979492e-06
780.000000000109,5.25319976491566e-06
790.000000000111,4.99561650652533e-06
800.000000000113,5.47567786861497e-06
810.000000000116,4.97080220691183e-06
820.000000000118,5.33942824098405e-06
830.00000000012,5.25521979417152e-06
840.000000000122,5.02859745578424e-06
850.000000000125,5.38674246900657e-06
860.000000000127,5.20885953438089e-06
870.000000000129,5.36267600387964e-06
880.000000000132,5.08254601444284e-06
890.000000000134,5.29850895724114e-06
900.000000000136,5.08053370685247e-06
910.000000000138,5.49172221607291e-06
920.000000000141,5.07920730504876e-06
930.000000000143,5.29139735877908e-06
940.000000000145,5.26195075092387e-06
950.000000000147,5.17512013318716e-06
960.00000000015,5.22193089205805e-06
970.000000000152,5.14583370351428e-06
980.000000000154,5.28735432401941e-06
990.000000000157,5.26938412462056e-06
1000.00000000016,5.20772578007653e-06
1010.00000000016,5.30628961791821e-06
1020.00000000016,5.2676072710123e-06
1030.00000000016,5.22114564343757e-06
1040.00000000015,5.24574188357095e-06
1050.00000000014,5.27115182230887e-06
1060.00000000013,5.25619154981168e-06
1070.00000000012,5.23111771555309e-06
1080.00000000011,5.13739169533807e-06
1090.0000000001,5.12668439342392e-06
1100.0000000001,5.18603586991876e-06
1110.00000000009,5.44198504053298e-06
1120.00000000008,5.09185763021293e-06
1130.00000000007,5.51476820145492e-06
1140.00000000006,4.99867944888577e-06
1150.00000000005,5.40641520099859e-06
1160.00000000004,5.21384655167913e-06
1170.00000000003,5.25425286640281e-06
1180.00000000002,5.26016377883276e-06
1190.00000000001,5.19408223583727e-06
1200,5.26942881459966e-06
1209.99999999999,5.18221055653644e-06
1219.99999999999,5.33038247525026e-06
1229.99999999998,5.08278130689881e-06
1239.99999999997,5.29729747156708e-06
1249.99999999996,5.09680823552453e-06
1259.99999999995,5.17961498157192e-06
1269.99999999994,5.29640151718881e-06
1279.99999999993,5.08390846056597e-06
1289.99999999992,5.17002788915374e-06
1299.99999999991,5.31430032767582e-06
1309.9999999999,5.24493701473998e-06
1319.99999999989,5.34833867663397e-06
1329.99999999989,5.13588491010877e-06
1339.99999999988,5.24750173887961e-06
1349.99999999987,5.19055203391492e-06
1359.99999999986,5.19213673009601e-06
1369.99999999985,5.24745520047004e-06
1379.99999999984,5.24498053218445e-06
1389.99999999983,5.18875829528749e-06
1399.99999999982,5.27537309985566e-06
1409.99999999981,5.27307825768204e-06
1419.9999999998,4.94912516746147e-06
1429.99999999979,5.34668342742425e-06
1439.99999999979,5.00933236216163e-06
1449.99999999978,5.3116063029389e-06
1459.99999999977,5.33221312013262e-06
1469.99999999976,5.21407458982859e-06
1479.99999999975,5.02210540147751e-06
1489.99999999974,5.18155715499019e-06
1499.99999999973,5.1550482474984e-06
1509.99999999972,5.38495536411109e-06
1519.99999999971,5.26206686103613e-06
1529.9999999997,5.13099160671506e-06
1539.99999999969,5.11975805240371e-06
1549.99999999969,5.01122952120598e-06
1559.99999999968,5.29013052500282e-06
1569.99999999967,5.21348196316071e-06
1579.99999999966,5.14875339428144e-06
1589.99999999965,5.16406116115922e-06
1599.99999999964,5.04207130239861e-06
1609.99999999963,5.26050128756217e-06
1619.99999999962,5.16315164482793e-06
1629.99999999961,5.28267043092712e-06
1639.9999999996,4.93124331488351e-06
1649.99999999959,5.41023046950273e-06
1659.99999999959,4.97001214363509e-06
1669.99999999958,5.3613254290404e-06
1679.99999999957,5.03525812644375e-06
1689.99999999956,5.14044348773515e-06
1699.99999999955,5.15785498400895e-06
1709.99999999954,5.20192289597696e-06
1719.99999999953,5.31956507451756e-06
1729.99999999952,5.15604987864563e-06
1739.99999999951,5.16888302621168e-06
1749.9999999995,5.16790395301791e-06
1759.99999999949,5.24846860029634e-06
1769.99999999949,5.21600982284324e-06
1779.99999999948,5.29074179070824e-06
1789.99999999947,5.20162360376192e-06
1799.99999999946,5.1853330683495e-06
1809.99999999945,5.16782793728797e-06
1819.99999999944,5.27348444226e-06
1829.99999999943,5.12889851809985e-06
1839.99999999942,5.20178758066096e-06
1849.99999999941,5.20448841278488e-06
1859.9999999994,5.18892767997344e-06
1869.99999999939,5.23990009937417e-06
1879.99999999939,5.23341299236906e-06
1889.99999999938,5.30584710536011e-06
1899.99999999937,5.07487547145854e-06
1909.99999999936,5.33655647368521e-06
1919.99999999935,5.15830820313968e-06
1929.99999999934,5.21003293927096e-06
