Time,Correlation
0,4.15303456298854e-06
9.99999999999998,2.53571480174093e-06
20,2.51088497076623e-06
30.0000000000002,2.61887861727794e-06
40.0000000000003,2.54494210681566e-06
50.0000000000004,2.45521559327974e-06
60.0000000000006,2.76118933310404e-06
70.0000000000003,2.83449428916165e-06
79.9999999999997,2.49674066156376e-06
89.9999999999992,2.69091994199435e-06
99.9999999999986,2.81391657847645e-06
109.999999999998,2.48541466280706e-06
119.999999999997,2.57511292986676e-06
129.999999999997,2.79718757195299e-06
139.999999999996,2.56905901311989e-06
149.999999999996,2.61384406241616e-06
159.999999999995,2.71121119003956e-06
169.999999999995,2.64960869807848e-06
179.999999999994,2.59919391243569e-06
189.999999999993,2.70495894691185e-06
199.999999999993,2.75014276297762e-06
209.999999999992,2.53733278359302e-06
219.999999999992,2.70018299969565e-06
229.999999999991,2.74178205471421e-06
239.999999999991,2.60207452596357e-06
249.99999999999,2.55528973108418e-06
259.999999999991,2.68102337941813e-06
269.999999999993,2.66901207388839e-06
279.999999999995,2.67036934419497e-06
289.999999999997,2.67813062704962e-06
300,2.66317707531706e-06
310.000000000002,2.5289997451862e-06
320.000000000004,2.69361439022758e-06
330.000000000007,2.66873743047279e-06
340.000000000009,2.60848777941358e-06
350.000000000011,2.60601436669331e-06
360.000000000013,2.69132060942541e-06
370.000000000016,2.65569762046474e-06
380.000000000018,2.60738000610457e-06
390.00000000002,2.75274904694298e-06
400.000000000022,2.66630542662063e-06
410.000000000025,2.60910748362594e-06
420.000000000027,2.6771854814047e-06
430.000000000029,2.72141228089301e-06
440.000000000032,2.59855853649431e-06
450.000000000034,2.69731848086308e-06
460.000000000036,2.73318681331764e-06
470.000000000038,2.55431765617551e-06
480.000000000041,2.67565104963928e-06
490.000000000043,2.68496305501178e-06
500.000000000045,2.63720075725917e-06
510.000000000047,2.63991750548269e-06
520.00000000005,2.67243748548815e-06
530.000000000052,2.6274822692529e-06
540.000000000054,2.62299093138428e-06
550.000000000057,2.63743312929106e-06
560.000000000059,2.77802149569104e-06
570.000000000061,2.57485327922588e-06
580.000000000063,2.7203414765782e-06
590.000000000066,2.68904129127065e-06
600.000000000068,2.59333572137819e-06
610.00000000007,2.59386931119919e-06
620.000000000072,2.60990569012151e-06
630.000000000075,2.65054719682929e-06
640.000000000077,2.69441176946304e-06
650.000000000079,2.73631860119438e-06
660.000000000082,2.69055813116083e-06
670.000000000084,2.66542753694833e-06
680.000000000086,2.64149429079914e-06
690.000000000088,2.6119260884465e-06
700.000000000091,2.57404741440262e-06
710.000000000093,2.75530549164662e-06
720.000000000095,2.78064828060278e-06
730.000000000097,2.63369264165163e-06
740.0000000001,2.57778188263403e-06
750.000000000102,2.69334750431956e-06
760.000000000104,2.5657120806742e-06
770.000000000107,2.62318877152538e-06
780.000000000109,2.80660655987624e-06
790.000000000111,2.75426005334833e-06
800.000000000113,2.58967737102848e-06
810.000000000116,2.63086506099385e-06
820.000000000118,2.64364374442283e-06
830.00000000012,2.5515652113648e-06
840.000000000122,2.67339291012197e-06
850.000000000125,2.72709207018368e-06
860.000000000127,2.75623224353009e-06
870.000000000129,2.61212875287745e-06
880.000000000132,2.67316426948693e-06
890.000000000134,2.68135244919791e-06
900.000000000136,2.5764192484462e-06
910.000000000138,2.68640048012842e-06
920.000000000141,2.62703533316231e-06
930.000000000143,2.64650274091988e-06
940.000000000145,2.62965369380093e-06
950.000000000147,2.69456266625978e-06
960.00000000015,2.63056281110784e-06
970.000000000152,2.77026718854897e-06
980.000000000154,2.62201509990806e-06
990.000000000157,2.70172388314895e-06
1000.00000000016,2.58807288037146e-06
1010.00000000016,2.73687969034618e-06
1020.00000000016,2.64222432041077e-06
1030.00000000016,2.64098667082048e-06
1040.00000000015,2.66603668928582e-06
1050.00000000014,2.6511261472315e-06
1060.00000000013,2.70782666735645e-06
1070.00000000012,2.72296269372907e-06
1080.00000000011,2.61528167386764e-06
1090.0000000001,2.69336048606535e-06
1100.0000000001,2.65259741863808e-06
1110.00000000009,2.65155770351474e-06
1120.00000000008,2.68800416793111e-06
1130.00000000007,2.69605210353281e-06
1140.00000000006,2.70780177543339e-06
1150.00000000005,2.58697046185213e-06
1160.00000000004,2.6050191210405e-06
1170.00000000003,2.75703333492884e-06
1180.00000000002,2.72473651094115e-06
1190.00000000001,2.61675378279945e-06
1200,2.62276112393759e-06
1209.99999999999,2.63897480630152e-06
1219.99999999999,2.65012989766897e-06
1229.99999999998,2.76514900947147e-06
1239.99999999997,2.69301553925013e-06
1249.99999999996,2.67665247687702e-06
1259.99999999995,2.56786684699299e-06
1269.99999999994,2.68501421373105e-06
1279.99999999993,2.61231383034613e-06
1289.99999999992,2.62410879663562e-06
1299.99999999991,2.71442271076177e-06
1309.9999999999,2.6616227621932e-06
1319.99999999989,2.71140453570187e-06
1329.99999999989,2.66574729370182e-06
1339.99999999988,2.72988692698607e-06
