Ei,Ef,deltaE
0.999999999998998,0.999999853794465,-1.46204532480709e-07
0.999999999992442,0.999999846567824,-1.53424617899134e-07
1.00000000000952,1.00000002733512,2.73256033356262e-08
0.99999999999922,0.999999855204031,-1.44795189060964e-07
1.00000000000231,1.00000010343136,1.03429046216519e-07
0.999999999990675,0.999999880899317,-1.1909135755328e-07
0.999999999990523,0.999999892798247,-1.07192275944357e-07
1.00000000000839,1.00000007779645,7.77880622138127e-08
0.999999999992665,0.999999844938695,-1.55053970329888e-07
0.999999999991349,0.999999962335599,-3.76557502956842e-08
0.999999999993686,1.00000002104983,2.10561456048808e-08
1.00000000000225,0.999999879821452,-1.20180793206082e-07
0.9999999999933,0.999999841565836,-1.58427464258537e-07
1.00000000000306,1.00000010485163,1.04848572712868e-07
1.00000000000337,0.999999891571088,-1.08432285039761e-07
0.999999999991308,0.999999861053801,-1.38937507498937e-07
0.999999999994563,0.999999838991501,-1.61003061216469e-07
0.999999999992308,0.999999847682097,-1.5231021099904e-07
0.999999999992944,0.99999984323764,-1.56755303848399e-07
0.99999999999731,1.00000007184845,7.18511448116743e-08
1.00000000000454,1.00000010484516,1.04840619963298e-07
0.99999999999468,1.00000003814301,3.81483282740902e-08
1.00000000000847,0.999999975140633,-2.48678315717399e-08
1.0000000000015,0.999999872807534,-1.27193964027938e-07
0.999999999990663,0.999999929191479,-7.07991837378685e-08
0.999999999992399,0.999999993384167,-6.60823151754641e-09
0.99999999999237,0.999999992566462,-7.4259086657591e-09
0.999999999997929,1.00000007787263,7.78746960250487e-08
1.00000000000594,0.999999925042377,-7.49635671315474e-08
1.00000000000834,1.00000007855187,7.85435312344873e-08
1.00000000000848,0.999999975542772,-2.44657072379084e-08
1.00000000000828,1.00000007962437,7.96160937177604e-08
0.999999999991205,0.99999986321846,-1.3677274435242e-07
1.00000000000635,1.00000009872469,9.8718340835191e-08
0.99999999999605,1.00000005747766,5.74816101384101e-08
1.00000000000942,1.00000004621084,4.62014226876306e-08
0.99999999999675,1.00000006582284,6.58260868036109e-08
0.999999999991242,0.999999862460037,-1.37531205313124e-07
1.00000000000335,0.999999891269802,-1.08733548276341e-07
1.00000000000949,1.00000002155103,2.15415469906333e-08
1.00000000000884,1.00000006838166,6.8372811412587e-08
0.999999999995112,1.00000004469042,4.46953106747472e-08
0.99999999999353,0.999999840737156,-1.59256373644112e-07
1.00000000000389,1.00000010534033,1.05336443789739e-07
1.00000000000716,0.999999945755715,-5.42514461132626e-08
0.999999999995803,0.999999840094138,-1.59901665353068e-07
1.00000000000865,0.99999998025968,-1.9748966018085e-08
0.999999999990869,0.999999872473556,-1.2751731259808e-07
1.00000000000943,1.00000001502626,1.50168315560251e-08
1.00000000000228,0.999999880107137,-1.19895141259541e-07
1.00000000000791,0.999999961204917,-3.88029915976418e-08
0.999999999991454,0.999999858316272,-1.41675182141476e-07
0.999999999991143,0.999999864599087,-1.35392056122008e-07
0.999999999995069,1.00000004403367,4.40385998778936e-08
1.00000000000796,0.999999962366078,-3.76418824998836e-08
1.00000000000654,0.999999934719418,-6.52871261497268e-08
1.00000000000931,1.00000000690919,6.8998806668219e-09
0.999999999994497,0.999999839020933,-1.60973564589106e-07
0.999999999999354,1.0000000894154,8.94160505637842e-08
1.00000000000289,1.0000001046181,1.04615206941716e-07
1.00000000000327,0.999999890375575,-1.09627689925951e-07
0.999999999993873,0.999999839834069,-1.60159804751814e-07
0.999999999998504,0.999999850869047,-1.49129456672448e-07
1.00000000000405,0.999999899445605,-1.00558446347598e-07
0.999999999998816,1.00000008545376,8.5454948561825e-08
1.00000000000456,0.999999905716784,-9.42877739218417e-08
1.00000000000945,1.00000004340825,4.33988007753072e-08
0.999999999995748,1.0000000536051,5.3609354622175e-08
1.00000000000285,0.999999885946023,-1.14056824429554e-07
0.99999999999049,0.99999989986217,-1.00128319413528e-07
1.00000000000408,0.999999899690022,-1.00314053952388e-07
0.999999999993697,0.999999840259083,-1.59734613869311e-07
0.999999999990581,0.999999886847778,-1.13142802793398e-07
0.999999999990489,0.999999908435896,-9.15545930180173e-08
1.00000000000382,0.999999896635408,-1.03368411163984e-07
1.00000000000917,1.00000005885702,5.8847856143629e-08
0.999999999990761,0.99999993568705,-6.43037109115951e-08
1.00000000000697,0.999999942245887,-5.77610874685774e-08
1.00000000000948,1.00000004059804,4.05885625109903e-08
1.0000000000095,1.0000000247915,2.47819986753939e-08
1.00000000000697,1.00000009446521,9.44582363437974e-08
1.0000000000093,1.00000005333274,5.33234361110857e-08
0.999999999991011,0.999999948610917,-5.1380093735176e-08
0.999999999999084,1.00000008748646,8.74873725686953e-08
0.999999999990912,0.999999943999475,-5.59914373754467e-08
1.00000000000033,1.00000009551754,9.55172045902231e-08
0.999999999990483,0.999999902577859,-9.74126247443863e-08
1.00000000000073,0.999999866240205,-1.33760525322657e-07
0.999999999999109,0.999999854489395,-1.45509714388758e-07
1.0000000000072,0.999999946395044,-5.36121547156654e-08
0.999999999996347,1.0000000610987,6.11023566188251e-08
1.00000000000639,0.999999932021367,-6.79850197249365e-08
0.999999999990956,0.999999946167649,-5.38233069224958e-08
0.999999999993165,0.999999842141988,-1.57851176907364e-07
0.999999999990478,0.99999990495454,-9.50359373419474e-08
0.999999999999126,1.00000008776065,8.77615251582142e-08
0.999999999998101,1.00000007941917,7.94210671672957e-08
0.999999999994824,1.00000004031552,4.03206936727685e-08
0.999999999997961,1.00000007820648,7.82085172179592e-08
1.00000000000915,1.00000005960574,5.95965865546333e-08
