Time,Correlation
0,7.2893947349618e-05
9.99999999999998,6.15822719163487e-05
20,3.66957511424539e-05
30.0000000000002,1.51062949571254e-05
40.0000000000003,5.75446347113086e-06
50.0000000000004,9.69221729384702e-06
60.0000000000006,2.67379535304498e-05
70.0000000000003,5.2006035614921e-05
79.9999999999997,7.07404701279552e-05
89.9999999999992,6.8528529207285e-05
99.9999999999986,4.71878860485892e-05
109.999999999998,2.26105108788019e-05
119.999999999997,7.93056241855509e-06
129.999999999997,6.49400746132937e-06
139.999999999996,1.83456847174756e-05
149.999999999996,4.15731278243909e-05
159.999999999995,6.52311856320387e-05
169.999999999995,7.24497629214116e-05
179.999999999994,5.72941753680159e-05
189.999999999993,3.18216402142171e-05
199.999999999993,1.22499403191156e-05
209.999999999992,5.48253450771452e-06
219.999999999992,1.19991484076174e-05
229.999999999991,3.13264304830425e-05
239.999999999991,5.67303497310914e-05
249.99999999999,7.21877371400929e-05
259.999999999991,6.54926744370087e-05
269.999999999993,4.21213965054515e-05
279.999999999995,1.87678897405798e-05
289.999999999997,6.61735862589552e-06
300,7.74611142102063e-06
310.000000000002,2.21287350133451e-05
320.000000000004,4.66354530910057e-05
330.000000000007,6.8348030593134e-05
340.000000000009,7.11025650201754e-05
350.000000000011,5.26068419607959e-05
360.000000000013,2.72039946279555e-05
370.000000000016,9.89299163581318e-06
380.000000000018,5.70468109408895e-06
390.00000000002,1.48067464442945e-05
400.000000000022,3.61822672028854e-05
410.000000000025,6.10725357868041e-05
420.000000000027,7.27380421434585e-05
430.000000000029,6.17908574011532e-05
440.000000000032,3.70818071647067e-05
450.000000000034,1.53810505269398e-05
460.000000000036,5.80449398436149e-06
470.000000000038,9.50097571884075e-06
480.000000000041,2.63265238140197e-05
490.000000000043,5.16062511810102e-05
500.000000000045,7.07041797650932e-05
510.000000000047,6.88999406593153e-05
520.00000000005,4.7661642363249e-05
530.000000000052,2.29267984194987e-05
540.000000000054,8.04057579439089e-06
550.000000000057,6.42208739358688e-06
560.000000000059,1.81015677601854e-05
570.000000000061,4.1205066404646e-05
580.000000000063,6.48956804064483e-05
590.000000000066,7.23717453901705e-05
600.000000000068,5.75453789901485e-05
610.00000000007,3.21889802112829e-05
620.000000000072,1.24789500084311e-05
630.000000000075,5.48838443105997e-06
640.000000000077,1.17604292114395e-05
650.000000000079,3.08781424525109e-05
660.000000000082,5.63465441677183e-05
670.000000000084,7.22177726720524e-05
680.000000000086,6.59184898893214e-05
690.000000000088,4.25986631298223e-05
700.000000000091,1.90547977532142e-05
710.000000000093,6.69169348506292e-06
720.000000000095,7.63813778870202e-06
730.000000000097,2.18577412462083e-05
740.0000000001,4.62781896120557e-05
750.000000000102,6.8074608982598e-05
760.000000000104,7.11018912725937e-05
770.000000000107,5.28909676696552e-05
780.000000000109,2.75463383445601e-05
790.000000000111,1.00770049529603e-05
800.000000000113,5.66731758464598e-06
810.000000000116,1.45210639250145e-05
820.000000000118,3.57039441546031e-05
830.00000000012,6.07153759394595e-05
840.000000000122,7.28356568252826e-05
850.000000000125,6.22598831828921e-05
860.000000000127,3.75509099267723e-05
870.000000000129,1.56343662625824e-05
880.000000000132,5.84257371110819e-06
890.000000000134,9.35675797031441e-06
900.000000000136,2.60336080196315e-05
910.000000000138,5.1271532639172e-05
920.000000000141,7.05017299213229e-05
930.000000000143,6.89733083691132e-05
940.000000000145,4.79684292581921e-05
950.000000000147,2.32391502200969e-05
960.00000000015,8.18085079612907e-06
970.000000000152,6.34223938536625e-06
980.000000000154,1.77704644758008e-05
990.000000000157,4.07052928108618e-05
1000.00000000016,6.45754119853767e-05
1010.00000000016,7.25355996559866e-05
1020.00000000016,5.8045133675436e-05
1030.00000000016,3.26394046392417e-05
1040.00000000015,1.26956323733767e-05
1050.00000000014,5.48948318080795e-06
1060.00000000013,1.15799443201716e-05
1070.00000000012,3.05695429779158e-05
1080.00000000011,5.60462970670587e-05
1090.0000000001,7.20928319354938e-05
1100.0000000001,6.60600727580711e-05
1110.00000000009,4.2917855680587e-05
1120.00000000008,1.93335095499254e-05
1130.00000000007,6.78972482848402e-06
1140.00000000006,7.51633358334824e-06
1150.00000000005,2.14839891552763e-05
1160.00000000004,4.5767093803403e-05
1170.00000000003,6.7800698273929e-05
1180.00000000002,7.13284333570933e-05
1190.00000000001,5.34086255204742e-05
1200,2.79691867075215e-05
1209.99999999999,1.02549507278221e-05
1219.99999999999,5.63039054654568e-06
1229.99999999998,1.43046583652833e-05
1239.99999999997,3.53871890539307e-05
1249.99999999996,6.0461290878485e-05
1259.99999999995,7.27922618419638e-05
1269.99999999994,6.2461862056753e-05
1279.99999999993,3.78727919948822e-05
1289.99999999992,1.58770400243932e-05
1299.99999999991,5.8998239304255e-06
1309.9999999999,9.19349190851201e-06
1319.99999999989,2.56214739819743e-05
1329.99999999989,5.07605127868943e-05
1339.99999999988,7.02823392017359e-05
1349.99999999987,6.92567961385886e-05
1359.99999999986,4.8491236231148e-05
1369.99999999985,2.36271985472829e-05
1379.99999999984,8.31860607263541e-06
1389.99999999983,6.26591914768284e-06
1399.99999999982,1.75191550156238e-05
1409.99999999981,4.03890963537761e-05
1419.9999999998,6.43782965733411e-05
1429.99999999979,7.25748703869221e-05
1439.99999999979,5.82978763427459e-05
1449.99999999978,3.29549348459618e-05
1459.99999999977,1.29008102195476e-05
1469.99999999976,5.50717636777032e-06
