Time,AGPGradNorm
0,0
20,0.18489952676494
40,0.197496424749282
60,0.25275040376897
80,0.363241380221166
100,0.472852391782004
120,0.542657780266628
140,0.565554651516219
160,0.546173140062109
180,0.501883525202629
200,0.454064551441054
220,0.418777707982303
240,0.403829192516904
260,0.413239848502706
280,0.439747128722432
300,0.471409813493838
320,0.496749817278301
340,0.505757404939285
360,0.496811759612352
380,0.477036400704742
400,0.454096568090297
420,0.436495944793562
440,0.43028032963293
460,0.436119634925479
480,0.452408965132219
500,0.471717168294802
520,0.485775768481364
540,0.489442654277086
560,0.48296285042593
580,0.469233819459965
600,0.454239653703879
620,0.443382142042124
640,0.44001816462574
660,0.445884329876947
680,0.458220993567012
700,0.471303176142001
720,0.480548873319143
740,0.482170679795201
760,0.475897404086628
780,0.465391833501148
800,0.454337638683496
820,0.446860336899601
840,0.445795203333762
860,0.451217097985267
880,0.461013395503083
900,0.471368884028669
920,0.477525476021265
940,0.477396753103227
960,0.471863141200162
980,0.463067927203468
1000,0.454532489176975
1020,0.449422469919391
1040,0.449245068371008
1060,0.454659516184129
1080,0.463198682830025
1100,0.470926853357533
1120,0.475251780532643
1140,0.474395722123623
1160,0.468979109600289
1180,0.461547588213607
1200,0.454751695304226
1220,0.45102953989301
1240,0.452062097300544
1260,0.457184965194258
1280,0.464385656041671
1300,0.470792170539543
1320,0.473664344514493
1340,0.471938662260426
1360,0.466951765355232
1380,0.460452672652349
1400,0.454984716831877
1420,0.452593049605658
1440,0.453964311218417
1460,0.459010221434501
1480,0.465440029169905
1500,0.470421801863623
1520,0.47215268009951
1540,0.470196267118083
1560,0.465335313065408
1580,0.459705213069177
1600,0.455285500425074
1620,0.453680204804997
1640,0.455732502852369
1660,0.460584029850039
1680,0.466017189080743
1700,0.470115926409113
1720,0.471067866640776
1740,0.468590489215144
1760,0.464100871307603
1780,0.459110567866327
1800,0.455560620268825
1820,0.454828730941557
1840,0.457082966623549
1860,0.461653710138015
1880,0.466633808012349
1900,0.469717774686464
1920,0.469925739818829
1940,0.467378197504607
1960,0.463064637048135
1980,0.45872779122405
2000,0.455960435891195
2020,0.45568168916788
2040,0.458342187418147
2060,0.462727599265286
2080,0.466864716932511
2100,0.469321662903373
2120,0.469038980597103
2140,0.466233066323936
2160,0.462242257683115
2180,0.458426396986936
2200,0.456254425817533
2220,0.456661025616111
2240,0.459365428433117
2260,0.463450077141585
2280,0.467163869497437
2300,0.468929586265578
2320,0.468100660823665
2340,0.465315189858821
2360,0.461533834046327
2380,0.458265492888961
2400,0.456711780915791
2420,0.457393939135298
2440,0.460313021464669
2460,0.464168770107876
2480,0.467222475810019
2500,0.468431438283828
2520,0.467360555839317
2540,0.464444813074413
2560,0.460988554810217
2580,0.458156735785442
2600,0.457059566018251
2620,0.458224092299785
2640,0.461174872090945
2660,0.464628598793049
2680,0.467316857719937
2700,0.468022167796033
2720,0.466555228887033
2740,0.463732142437995
2760,0.460501702888537
2780,0.458137387177596
2800,0.457551036745729
2820,0.458892611087085
2840,0.461856365379098
2860,0.465140125295539
2880,0.467227412008273
2900,0.467505064799731
2920,0.465900979280839
2940,0.463061218736349
2960,0.460148503472879
2980,0.458197403071888
3000,0.45792299780573
3020,0.45963723877004
3040,0.462552072489321
3060,0.465410276891153
3080,0.467165417470073
3100,0.467068886999504
3120,0.465214988989148
3140,0.462503429949952
3160,0.459830944139948
3180,0.458267863725402
3200,0.458447716291611
3220,0.460227420335002
3240,0.463078710021013
3260,0.465714393679923
3280,0.467011825291295
3300,0.466542283971836
3320,0.464642637170476
3340,0.461980814064091
3360,0.459635195380557
3380,0.458442143885781
3400,0.458854051419489
3420,0.460870659984629
3440,0.463621772392037
3460,0.465844044676485
3480,0.466806201612327
3500,0.466109383770797
3520,0.464051690011773
3540,0.461561985430008
3560,0.459454310164706
3580,0.458595408010439
3600,0.459363444127539
3620,0.461434368438003
3640,0.463987619236201
3660,0.4660131702043
3680,0.466587868812783
3700,0.465598037230502
3720,0.463556130478583
3740,0.461165778937387
3760,0.459374310154928
3780,0.458863703107119
3800,0.459781684465083
3820,0.461957006475067
3840,0.464406576644747
3860,0.466010094599383
3880,0.46630529897422
3900,0.465163648554757
3920,0.463059262617554
3940,0.460864050122824
3960,0.459326486930552
3980,0.459066420913861
4000,0.460298110484546
4020,0.46245093830792
4040,0.464659363492407
4060,0.466048126487711
4080,0.466040054849271
4100,0.464684539373205
4120,0.462639708951186
4140,0.460576038581424
4160,0.459336207184522
4180,0.459398842797691
4200,0.460701636760977
4220,0.462879562813845
4240,0.46493375861527
4260,0.4659734323784
4280,0.465696652012704
4300,0.464274498632803
4320,0.462225271700685
4340,0.460387580046052
4360,0.459392163005498
4380,0.459661919892699
4400,0.461181238864079
4420,0.463310550794948
4440,0.465076278445726
4460,0.465894122101251
4480,0.465402411176886
4500,0.463831532648252
4520,0.461886942271396
4540,0.460199023890239
4560,0.45947553598836
4580,0.460018859279243
4600,0.4615853800408
4620,0.463619287059393
4640,0.465255639678986
4660,0.465749716453734
4680,0.465040334917599
4700,0.463451921356009
4720,0.461554410509561
4740,0.460101816671686
4760,0.459633022881255
4780,0.460311240727596
4800,0.462017052927033
4820,0.463968621304083
4840,0.465291650196183
4860,0.465587543661561
4880,0.464721315161728
4900,0.463059058365128
4920,0.461295610627192
4940,0.460011729042847
4960,0.459763038973314
4980,0.460699081225847
5000,0.462384223270052
5020,0.464198713985396
5040,0.465362478881497
5060,0.465401995092561
5080,0.46435852594087
5100,0.46272245462521
5120,0.461038455064298
5140,0.45999881495034
5160,0.459988888075238
5180,0.461005382849178
5200,0.46275527764974
5220,0.464446654227374
5240,0.465326606868646
5260,0.465165286595512
5280,0.464041252610017
5300,0.4623800836373
5320,0.460863640157748
5340,0.459994130658005
5360,0.460175932151922
5380,0.461379847265952
5400,0.463101770936293
5420,0.464585585814227
5440,0.465308902133274
5460,0.464944767257642
5480,0.463690876303193
5500,0.462095721246791
5520,0.460683767632647
5540,0.460046802694498
5560,0.460445879410924
5580,0.461692171529963
5600,0.463380799883807
5620,0.464758874451052
5640,0.465202765282492
5660,0.464674380542652
5680,0.463382461947893
5700,0.461809989937075
5720,0.460581623852337
5740,0.460135524108861
5760,0.460663065225387
5780,0.462056542414973
5800,0.463672832801629
5820,0.464816236200562
5840,0.465109080462843
5860,0.464425686253768
5880,0.463059892128952
5900,0.461584282253129
5920,0.460476295039982
5940,0.460233323405633
5960,0.460968921608458
5980,0.462344330991114
6000,0.463886748693162
6020,0.464897201428155
6040,0.464965046625275
6060,0.464137377245408
6080,0.462777436569576
6100,0.461353891867771
6120,0.460450275129241
6140,0.460388401710629
6160,0.461214771587468
6180,0.46267031788037
6200,0.464112313501452
6220,0.464886301745678
6240,0.46480000511961
6260,0.463879724275622
6280,0.462487617488066
6300,0.461192314791244
6320,0.460414574567934
6340,0.46053368913663
6360,0.461518678504966
6380,0.462950464247097
6400,0.464244384762843
6420,0.464899603170628
6440,0.464621084514666
6460,0.463592727352238
6480,0.462240553625175
6500,0.461024017164776
6520,0.460447991339819
6540,0.460744949906493
6560,0.461773138943018
6580,0.463213600413907
6600,0.464407444627604
6620,0.464821075107795
6640,0.464415278950368
6660,0.463332996654146
6680,0.461991672314609
6700,0.460922424479936
6720,0.460490332977376
6740,0.460915240476096
6760,0.462083773156343
6780,0.463454963460062
6800,0.464476170425228
6820,0.464766440527339
6840,0.464212021480757
6860,0.463060953499129
6880,0.461790355592807
6900,0.460813252677406
6920,0.460572247269132
6940,0.46116324146615
6960,0.462323950111846
6980,0.463661341396111
7000,0.464560679229096
7020,0.464648730423804
7040,0.463977279358623
7060,0.462816594810592
7080,0.461583520516226
7100,0.460777918788253
7120,0.460675202222635
7140,0.46136638090636
7160,0.462608663002415
7180,0.463863971847482
7200,0.464566295061566
7220,0.464533014338458
7240,0.463760594419318
7260,0.462567004647472
7280,0.461432895800978
7300,0.46072816846577
7320,0.460797945029274
7340,0.461622369800546
7360,0.462841094494661
7380,0.463993551684682
7400,0.464595593678644
7420,0.464379664326786
7440,0.46351991024667
7460,0.462346635326729
7480,0.461275952856055
7500,0.460745776622701
7520,0.460962980261365
7540,0.461835250615017
7560,0.463089478861242
7580,0.464144339202359
7600,0.464540262415019
7620,0.464221792391654
7640,0.463296239155081
7660,0.462127946119534
7680,0.461177379457802
7700,0.460758462642087
7720,0.461106270655776
7740,0.462103455349658
7760,0.463288974140402
7780,0.464219746627906
7800,0.464507756626085
7820,0.46404818202356
7840,0.463061790904077
7860,0.461944088030061
7880,0.461068671199265
7900,0.4608280619053
7920,0.46130891485687
7940,0.462313414763456
7960,0.463490612758965
7980,0.464306408775674
8000,0.464411270569427
8020,0.463855852498762
8040,0.462846183277199
8060,0.461758649869686
8080,0.461026829783719
8100,0.460893178321946
8120,0.461481751828493
8140,0.462561825473725
8160,0.463667871050212
8180,0.464322257029466
8200,0.464328629147021
8220,0.463667769942634
8240,0.462627961342455
8260,0.461616203451829
8280,0.460971134380783
8300,0.461001243252549
8320,0.461703173981346
8340,0.462762717400597
8360,0.463801452181601
8380,0.464360138275315
8400,0.464194604179626
8420,0.463463517318538
8440,0.462428107291511
8460,0.46147079853668
8480,0.460976077333364
8500,0.461126788381189
8520,0.461884081326897
8540,0.462993081159928
8560,0.463936728340065
8580,0.464323805841688
8600,0.464071438102594
8620,0.463267480968023
8640,0.462234087184513
8660,0.461375214349188
8680,0.460971405687275
8700,0.461256448171839
8720,0.462118692962456
8740,0.463163694901492
8760,0.464019196421889
8780,0.464304678165434
8800,0.463918148550323
8820,0.463062348099071
8840,0.46206301630629
8860,0.461269398573949
8880,0.461028137698638
8900,0.461420020133498
8920,0.462305926219608
8940,0.463356757298312
8960,0.464106244190123
8980,0.464226785193631
9000,0.463760445917012
9020,0.462869569513812
9040,0.461896889561885
9060,0.461222681102857
9080,0.461068923638004
9100,0.461573609681245
9120,0.462525518273037
9140,0.463509647371457
9160,0.464129792581997
9180,0.464166237976131
9200,0.463592472857823
9220,0.462676224474049
9240,0.461760180000551
9260,0.461164173494866
9280,0.461162974385188
9300,0.461766633829161
9320,0.462704395003014
9340,0.463649698146875
9360,0.464172533010404
9380,0.464050252574483
9400,0.463418897764648
9420,0.46249396408517
9440,0.461627274583162
9460,0.461160646873921
9480,0.461256547872226
9500,0.461925049467683
9520,0.462916205613821
9540,0.463767324502404
9560,0.464151784627835
9580,0.463952076409048
9600,0.463244883314263
9620,0.462320747241705
9640,0.461534315198911
9660,0.46114672888021
9680,0.461379655386114
9700,0.462133484228244
9720,0.46307176297258
9740,0.463861163469584
9760,0.464144766860863
9780,0.463817738479773
9800,0.463067199936184
9820,0.462163364648335
9840,0.461437515183476
9860,0.461195198533807
9880,0.461513285810012
9900,0.462306913177427
9920,0.463257547849124
9940,0.46395116416287
9960,0.46408962522501
9980,0.463695441886254
10000,0.462901785880447
10020,0.462023773844242
10040,0.461397388401581
10060,0.461234271806975
10080,0.461669666588567
10100,0.462520771247821
10120,0.463409801727192
10140,0.464003706983965
10160,0.464066199383333
10180,0.463567088352505
10200,0.462755856469375
10220,0.461921271531537
10240,0.461371267920892
10260,0.461350958502111
10280,0.461877626014694
10300,0.46272890624662
10320,0.463605865863339
10340,0.464107494107679
10360,0.464033904201437
10380,0.463492631525017
10400,0.462670601651779
10420,0.461891146641733
10440,0.461462652691986
10460,0.46153427101307
10480,0.462149749460699
10500,0.463066077321629
10520,0.463867786054666
10540,0.464279264509959
10560,0.464152711832441
10580,0.463557107765279
10600,0.462759568922793
10620,0.462070956217351
10640,0.461746325180894
10660,0.461989660165485
10680,0.46271638381427
10700,0.463643819564197
10720,0.464454953711173
10740,0.464822792453121
10760,0.464637486857218
10780,0.464069600521858
10800,0.463352524012152
10820,0.462805105624007
10840,0.462701245310871
10860,0.463124120617107
10880,0.464033250388052
10900,0.465117489668403
10920,0.465999939914937
10940,0.466413396724348
10960,0.466348535608647
10980,0.465929220610226
11000,0.465452902429959
11020,0.465230562947058
11040,0.465492142939983
11060,0.466366578071882
11080,0.467709636046384
11100,0.469177439891134
11120,0.470452559406449
11140,0.471288959813479
11160,0.471664380919715
11180,0.471803843460732
11200,0.47199800562382
11220,0.472593172098879
11240,0.473829173909239
11260,0.475777620650023
11280,0.478285310404961
11300,0.481010216345448
11320,0.483567829256668
11340,0.485743023693453
11360,0.48759808634901
11380,0.489396389018449
11400,0.491497342516772
11420,0.49428483831111
11440,0.498077249787523
11460,0.502952491077067
11480,0.508689516132024
11500,0.514902475246448
11520,0.521096826550275
11540,0.527091779396808
11560,0.533065952776644
11580,0.53926648979633
11600,0.546298214992287
11620,0.554814185412607
11640,0.565064444653432
11660,0.577248078894974
11680,0.591117853136038
11700,0.605818018774846
11720,0.620887362856269
11740,0.636060070424149
11760,0.651400702981702
11780,0.667798680918227
11800,0.686071157401775
11820,0.70693540392352
11840,0.731368345658372
11860,0.759202878404917
11880,0.789661420630019
11900,0.821975662796454
11920,0.854553745929867
11940,0.887255344770144
11960,0.921115480540135
11980,0.956569038371643
12000,0.995492966367279
12020,1.03996598349861
12040,1.08998564850995
12060,1.14580006891229
12080,1.20647655722388
12100,1.26864214635008
12120,1.33141090177348
12140,1.39487829084927
12160,1.45904794532592
12180,1.52727975899982
12200,1.60244483926867
12220,1.68587286200947
12240,1.78019779179862
12260,1.88414433767068
12280,1.99386894829916
12300,2.10732815110145
12320,2.22033423614046
12340,2.3332020787009
12360,2.45033514873442
12380,2.5736702218322
12400,2.7085446562226
12420,2.8612285771459
12440,3.0302215019515
12460,3.21452993768665
12480,3.41057666385294
12500,3.60778908407138
12520,3.80511011237786
12540,4.00534947768389
12560,4.20921924756021
12580,4.4274673543283
12600,4.66990359031908
12620,4.93824098581085
12640,5.23819548481774
12660,5.56435938752939
12680,5.90243321841638
12700,6.24673223039596
12720,6.58985377217994
12740,6.93346721583302
12760,7.29338845658077
12780,7.67827115276295
12800,8.10162690526307
12820,8.58034536050272
12840,9.10717692244379
12860,9.67286763575246
12880,10.2656798352472
12900,10.8565303960658
12920,11.4459772502007
12940,12.0499467543403
12960,12.6723542483069
12980,13.3456852057739
13000,14.1008735747428
13020,14.9367636541239
13040,15.8608947059817
13060,16.855497878326
13080,17.8700564302406
13100,18.8933823999579
13120,19.9187044129005
13140,20.9522439798447
13160,22.0470617066823
13180,23.2372991631089
13200,24.552628230869
13220,26.0362255204536
13240,27.6576700733623
13260,29.371117369377
13280,31.1445227050288
13300,32.9016355557663
13320,34.6581743099464
13340,36.477388815093
13360,38.3798873882647
13380,40.4582491241083
13400,42.8050092832562
13420,45.3948622816462
13440,48.2254268006767
13460,51.2326873756724
13480,54.2616887936345
13500,57.2980646030401
13520,60.3650714235047
13540,63.4868009007293
13560,66.8307736542332
13580,70.5202859839311
13600,74.6081105015015
13620,79.1908710548447
13640,84.1545704929606
13660,89.3202591098476
13680,94.5994547300686
13700,99.8329729402639
13720,105.085269300548
13740,110.589392695894
13760,116.437415111952
13780,122.878776102922
13800,130.166182712443
13820,138.173842869018
13840,146.800235517845
13860,155.850337731147
13880,164.874901703811
13900,173.895384569035
13920,183.109231592731
13940,192.5931352472
13960,202.862689204015
13980,214.332704173153
14000,227.039232147955
14020,241.141639552249
14040,256.278086944446
14060,271.775045510754
14080,287.468753868979
14100,303.094278039545
14120,318.880689393206
14140,335.623088193404
14160,353.698104868706
14180,373.712435116169
14200,396.334268081391
14220,420.998731045445
14240,447.171068746389
14260,474.303756763377
14280,501.16290197321
14300,528.059728379607
14320,555.857990449393
14340,584.852844209208
14360,616.559539165079
14380,652.276954302652
14400,691.712470796136
14420,734.980594896108
14440,780.871514339434
14460,827.241061332135
14480,873.865059679567
14500,920.689788423484
14520,968.41747779732
14540,1019.62053621556
14560,1075.72403025862
14580,1138.03374101157
14600,1208.08461400372
14620,1283.75292113183
14640,1362.83104515492
14660,1443.85774483122
14680,1523.9336988676
14700,1604.43648802057
14720,1688.73290426983
14740,1777.91742087133
14760,1876.26638490315
14780,1987.47001117948
14800,2109.65886561338
14820,2241.7514790781
14840,2380.30680236528
14860,2518.71380282029
14880,2657.40505364969
14900,2798.35334890908
14920,2943.49896626831
14940,3100.9033477574
14960,3275.66602979197
14980,3469.66796142107
15000,3685.84540274398
15020,3917.06615825124
15040,4154.83098830377
15060,4396.44074201993
15080,4635.6703478205
15100,4877.89317877964
15120,5134.82749694338
15140,5410.67481984349
15160,5716.63292180493
15180,6062.75125018951
15200,6439.80903347175
